WKT,unnamed (1),unnamed (2),unnamed (3),unnamed (4)
"POINT (101.93666047856742 -2.120923104456936)",BNGKO - SPNUH #0146,TOWER SUTT 150kV BNGKO - SPNUH #0146,-2.120923104456936,101.93666047856742
"POINT (101.93593358038919 -2.1239957684884576)",BNGKO - SPNUH #0147,TOWER SUTT 150kV BNGKO - SPNUH #0147,-2.1239957684884576,101.93593358038919
"POINT (101.93535915575922 -2.126182559877636)",BNGKO - SPNUH #0148,TOWER SUTT 150kV BNGKO - SPNUH #0148,-2.126182559877636,101.93535915575922
"POINT (101.93469618447128 -2.1290740044787606)",BNGKO - SPNUH #0149,TOWER SUTT 150kV BNGKO - SPNUH #0149,-2.1290740044787606,101.93469618447128
"POINT (101.93291240371754 -2.1315277321265724)",BNGKO - SPNUH #0150,TOWER SUTT 150kV BNGKO - SPNUH #0150,-2.1315277321265724,101.93291240371754
"POINT (101.9311973876524 -2.1339156893025937)",BNGKO - SPNUH #0151,TOWER SUTT 150kV BNGKO - SPNUH #0151,-2.1339156893025937,101.9311973876524
"POINT (101.92940268647173 -2.136175638784805)",BNGKO - SPNUH #0152,TOWER SUTT 150kV BNGKO - SPNUH #0152,-2.136175638784805,101.92940268647173
"POINT (101.92663080589885 -2.135839772602006)",BNGKO - SPNUH #0153,TOWER SUTT 150kV BNGKO - SPNUH #0153,-2.135839772602006,101.92663080589885
"POINT (101.9241427928958 -2.135538998061623)",BNGKO - SPNUH #0154,TOWER SUTT 150kV BNGKO - SPNUH #0154,-2.135538998061623,101.9241427928958
"POINT (101.92136206641912 -2.1351712948023636)",BNGKO - SPNUH #0155,TOWER SUTT 150kV BNGKO - SPNUH #0155,-2.1351712948023636,101.92136206641912
"POINT (101.91841706167907 -2.1348750405013726)",BNGKO - SPNUH #0156,TOWER SUTT 150kV BNGKO - SPNUH #0156,-2.1348750405013726,101.91841706167907
"POINT (101.91566241905089 -2.1346727013588627)",BNGKO - SPNUH #0157,TOWER SUTT 150kV BNGKO - SPNUH #0157,-2.1346727013588627,101.91566241905089
"POINT (101.91430339589716 -2.135720863007055)",BNGKO - SPNUH #0158,TOWER SUTT 150kV BNGKO - SPNUH #0158,-2.135720863007055,101.91430339589716
"POINT (101.91158149995987 -2.137729534910946)",BNGKO - SPNUH #0159,TOWER SUTT 150kV BNGKO - SPNUH #0159,-2.137729534910946,101.91158149995987
"POINT (101.908917 -2.139807)",BNGKO - SPNUH #0160,TOWER SUTT 150kV BNGKO - SPNUH #0160,-2.139807,101.908917
"POINT (101.90575988176074 -2.1422346022315777)",BNGKO - SPNUH #0161,TOWER SUTT 150kV BNGKO - SPNUH #0161,-2.1422346022315777,101.90575988176074
"POINT (101.90619862934024 -2.146281670943502)",BNGKO - SPNUH #0162,TOWER SUTT 150kV BNGKO - SPNUH #0162,-2.146281670943502,101.90619862934024
"POINT (101.90648163119855 -2.1487026442859696)",BNGKO - SPNUH #0163,TOWER SUTT 150kV BNGKO - SPNUH #0163,-2.1487026442859696,101.90648163119855
"POINT (101.90743839749264 -2.151203643717078)",BNGKO - SPNUH #0164,TOWER SUTT 150kV BNGKO - SPNUH #0164,-2.151203643717078,101.90743839749264
"POINT (101.90884756992514 -2.1554566528557966)",BNGKO - SPNUH #0165,TOWER SUTT 150kV BNGKO - SPNUH #0165,-2.1554566528557966,101.90884756992514
"POINT (101.91054608025905 -2.160712029166536)",BNGKO - SPNUH #0166,TOWER SUTT 150kV BNGKO - SPNUH #0166,-2.160712029166536,101.91054608025905
"POINT (101.91138691835012 -2.1636288615668113)",BNGKO - SPNUH #0167,TOWER SUTT 150kV BNGKO - SPNUH #0167,-2.1636288615668113,101.91138691835012
"POINT (101.90919984369165 -2.1659371317315914)",BNGKO - SPNUH #0168,TOWER SUTT 150kV BNGKO - SPNUH #0168,-2.1659371317315914,101.90919984369165
"POINT (101.90838432432288 -2.166878397762554)",BNGKO - SPNUH #0169,TOWER SUTT 150kV BNGKO - SPNUH #0169,-2.166878397762554,101.90838432432288
"POINT (101.90599988967452 -2.1693135545362847)",BNGKO - SPNUH #0170,TOWER SUTT 150kV BNGKO - SPNUH #0170,-2.1693135545362847,101.90599988967452
"POINT (101.89985872699991 -2.17048196425902)",BNGKO - SPNUH #0171,TOWER SUTT 150kV BNGKO - SPNUH #0171,-2.17048196425902,101.89985872699991
"POINT (101.89837062919678 -2.1719757039045717)",BNGKO - SPNUH #0172,TOWER SUTT 150kV BNGKO - SPNUH #0172,-2.1719757039045717,101.89837062919678
"POINT (101.89531967649663 -2.1734453558005256)",BNGKO - SPNUH #0173,TOWER SUTT 150kV BNGKO - SPNUH #0173,-2.1734453558005256,101.89531967649663
"POINT (101.89339833199416 -2.173828557466754)",BNGKO - SPNUH #0174,TOWER SUTT 150kV BNGKO - SPNUH #0174,-2.173828557466754,101.89339833199416
"POINT (101.89136010142256 -2.1741487339360184)",BNGKO - SPNUH #0175,TOWER SUTT 150kV BNGKO - SPNUH #0175,-2.1741487339360184,101.89136010142256
"POINT (101.88818377345234 -2.175826447924935)",BNGKO - SPNUH #0176,TOWER SUTT 150kV BNGKO - SPNUH #0176,-2.175826447924935,101.88818377345234
"POINT (101.88550762265064 -2.1760394227595796)",BNGKO - SPNUH #0177,TOWER SUTT 150kV BNGKO - SPNUH #0177,-2.1760394227595796,101.88550762265064
"POINT (101.883 -2.17629)",BNGKO - SPNUH #0178,TOWER SUTT 150kV BNGKO - SPNUH #0178,-2.17629,101.883
"POINT (101.87807170222285 -2.176559721934107)",BNGKO - SPNUH #0179,TOWER SUTT 150kV BNGKO - SPNUH #0179,-2.176559721934107,101.87807170222285
"POINT (101.87470401216713 -2.176819188111243)",BNGKO - SPNUH #0180,TOWER SUTT 150kV BNGKO - SPNUH #0180,-2.176819188111243,101.87470401216713
"POINT (101.87 -2.17791)",BNGKO - SPNUH #0181,TOWER SUTT 150kV BNGKO - SPNUH #0181,-2.17791,101.87
"POINT (101.866 -2.17888)",BNGKO - SPNUH #0182,TOWER SUTT 150kV BNGKO - SPNUH #0182,-2.17888,101.866
"POINT (101.863 -2.17611)",BNGKO - SPNUH #0183,TOWER SUTT 150kV BNGKO - SPNUH #0183,-2.17611,101.863
"POINT (101.859 -2.17506)",BNGKO - SPNUH #0184,TOWER SUTT 150kV BNGKO - SPNUH #0184,-2.17506,101.859
"POINT (101.857 -2.17432)",BNGKO - SPNUH #0185,TOWER SUTT 150kV BNGKO - SPNUH #0185,-2.17432,101.857
"POINT (101.85473234550138 -2.174227926922164)",BNGKO - SPNUH #0186,TOWER SUTT 150kV BNGKO - SPNUH #0186,-2.174227926922164,101.85473234550138
"POINT (101.85194024813107 -2.174919969302006)",BNGKO - SPNUH #0187,TOWER SUTT 150kV BNGKO - SPNUH #0187,-2.174919969302006,101.85194024813107
"POINT (101.84821452288982 -2.1758848629882777)",BNGKO - SPNUH #0188,TOWER SUTT 150kV BNGKO - SPNUH #0188,-2.1758848629882777,101.84821452288982
"POINT (101.84590194699082 -2.178437402655742)",BNGKO - SPNUH #0189,TOWER SUTT 150kV BNGKO - SPNUH #0189,-2.178437402655742,101.84590194699082
"POINT (101.84373969991003 -2.1797336592880647)",BNGKO - SPNUH #0190,TOWER SUTT 150kV BNGKO - SPNUH #0190,-2.1797336592880647,101.84373969991003
"POINT (101.84085555593742 -2.1792602291822085)",BNGKO - SPNUH #0191,TOWER SUTT 150kV BNGKO - SPNUH #0191,-2.1792602291822085,101.84085555593742
"POINT (101.838402 -2.17968)",BNGKO - SPNUH #0192,TOWER SUTT 150kV BNGKO - SPNUH #0192,-2.17968,101.838402
"POINT (101.837 -2.18032)",BNGKO - SPNUH #0193,TOWER SUTT 150kV BNGKO - SPNUH #0193,-2.18032,101.837
"POINT (101.83347774183387 -2.1822019060729088)",BNGKO - SPNUH #0194,TOWER SUTT 150kV BNGKO - SPNUH #0194,-2.1822019060729088,101.83347774183387
"POINT (101.83141675236996 -2.1848262796646436)",BNGKO - SPNUH #0195,TOWER SUTT 150kV BNGKO - SPNUH #0195,-2.1848262796646436,101.83141675236996
"POINT (101.82933525269866 -2.186095281998485)",BNGKO - SPNUH #0196,TOWER SUTT 150kV BNGKO - SPNUH #0196,-2.186095281998485,101.82933525269866
"POINT (101.8275833 -2.1856156)",BNGKO - SPNUH #197,TOWER SUTT 150kV BNGKO - SPNUH #0197,-2.1856156,101.8275833
"POINT (101.82344475628011 -2.1840062325022065)",BNGKO - SPNUH #0198,TOWER SUTT 150kV BNGKO - SPNUH #0198,-2.1840062325022065,101.82344475628011
"POINT (101.81950998443165 -2.1811397804365464)",BNGKO - SPNUH #0199,TOWER SUTT 150kV BNGKO - SPNUH #0199,-2.1811397804365464,101.81950998443165
"POINT (101.81913692504169 -2.17939538648352)",BNGKO - SPNUH #0200,TOWER SUTT 150kV BNGKO - SPNUH #0200,-2.17939538648352,101.81913692504169
"POINT (101.81783702224489 -2.176772654056553)",BNGKO - SPNUH #0201,TOWER SUTT 150kV BNGKO - SPNUH #0201,-2.176772654056553,101.81783702224489
"POINT (101.81417720625178 -2.175203020451591)",BNGKO - SPNUH #0202,TOWER SUTT 150kV BNGKO - SPNUH #0202,-2.175203020451591,101.81417720625178
"POINT (101.81074174284463 -2.176840290841265)",BNGKO - SPNUH #0203,TOWER SUTT 150kV BNGKO - SPNUH #0203,-2.176840290841265,101.81074174284463
"POINT (101.80844808571146 -2.1785730453577297)",BNGKO - SPNUH #0204,TOWER SUTT 150kV BNGKO - SPNUH #0204,-2.1785730453577297,101.80844808571146
"POINT (101.80687354411928 -2.1780356601812145)",BNGKO - SPNUH #0205,TOWER SUTT 150kV BNGKO - SPNUH #0205,-2.1780356601812145,101.80687354411928
"POINT (101.80491217412056 -2.1773467212916318)",BNGKO - SPNUH #0206,TOWER SUTT 150kV BNGKO - SPNUH #0206,-2.1773467212916318,101.804912174120556
"POINT (101.8018715560902 -2.1766446763649663)",BNGKO - SPNUH #0207,TOWER SUTT 150kV BNGKO - SPNUH #0207,-2.1766446763649663,101.8018715560902
"POINT (101.79884825712233 -2.177526760143207)",BNGKO - SPNUH #0208,TOWER SUTT 150kV BNGKO - SPNUH #0208,-2.177526760143207,101.79884825712233
"POINT (101.79714913542226 -2.1791319193371654)",BNGKO - SPNUH #0209,TOWER SUTT 150kV BNGKO - SPNUH #0209,-2.1791319193371654,101.79714913542226
"POINT (101.79458600700414 -2.180630182170132)",BNGKO - SPNUH #0210,TOWER SUTT 150kV BNGKO - SPNUH #0210,-2.180630182170132,101.79458600700414
"POINT (101.79103209075265 -2.1804878216357166)",BNGKO - SPNUH #0211,TOWER SUTT 150kV BNGKO - SPNUH #0211,-2.1804878216357166,101.79103209075265
"POINT (101.78858489960513 -2.1810173060172837)",BNGKO - SPNUH #0212,TOWER SUTT 150kV BNGKO - SPNUH #0212,-2.1810173060172837,101.78858489960513
"POINT (101.78529956960108 -2.1837969176704832)",BNGKO - SPNUH #0213,TOWER SUTT 150kV BNGKO - SPNUH #0213,-2.1837969176704832,101.78529956960108
"POINT (101.78349480071812 -2.1851642528143613)",BNGKO - SPNUH #0214,TOWER SUTT 150kV BNGKO - SPNUH #0214,-2.1851642528143613,101.78349480071812
"POINT (101.78191648796202 -2.186601040884853)",BNGKO - SPNUH #0215,TOWER SUTT 150kV BNGKO - SPNUH #0215,-2.186601040884853,101.78191648796202
"POINT (101.77948562211604 -2.187492382277803)",BNGKO - SPNUH #0216,TOWER SUTT 150kV BNGKO - SPNUH #0216,-2.187492382277803,101.77948562211604
"POINT (101.77769334986806 -2.188130179420118)",BNGKO - SPNUH #0217,TOWER SUTT 150kV BNGKO - SPNUH #0217,-2.188130179420118,101.77769334986806
"POINT (101.77394607975955 -2.190883454578557)",BNGKO - SPNUH #0218,TOWER SUTT 150kV BNGKO - SPNUH #0218,-2.190883454578557,101.77394607975955
"POINT (101.77172884927124 -2.1949986345135395)",BNGKO - SPNUH #0219,TOWER SUTT 150kV BNGKO - SPNUH #0219,-2.1949986345135395,101.77172884927124
"POINT (101.77029322213691 -2.1962293897940555)",BNGKO - SPNUH #0220,TOWER SUTT 150kV BNGKO - SPNUH #0220,-2.1962293897940555,101.77029322213691
"POINT (101.76651252840344 -2.1963069837943605)",BNGKO - SPNUH #0221,TOWER SUTT 150kV BNGKO - SPNUH #0221,-2.1963069837943605,101.76651252840344
"POINT (101.7637011544745 -2.1964387313630853)",BNGKO - SPNUH #0222,TOWER SUTT 150kV BNGKO - SPNUH #0222,-2.1964387313630853,101.7637011544745
"POINT (101.76192277857967 -2.1965595164390934)",BNGKO - SPNUH #0223,TOWER SUTT 150kV BNGKO - SPNUH #0223,-2.1965595164390934,101.76192277857967
"POINT (101.7585228259607 -2.1990328441953393)",BNGKO - SPNUH #0224,TOWER SUTT 150kV BNGKO - SPNUH #0224,-2.1990328441953393,101.7585228259607
"POINT (101.758591007297 -2.20191541069829)",BNGKO - SPNUH #0225,TOWER SUTT 150kV BNGKO - SPNUH #0225,-2.20191541069829,101.758591007297
"POINT (101.75698913006559 -2.205207740335654)",BNGKO - SPNUH #0226,TOWER SUTT 150kV BNGKO - SPNUH #0226,-2.205207740335654,101.75698913006559
"POINT (101.75571267089549 -2.2096019444565256)",BNGKO - SPNUH #0227,TOWER SUTT 150kV BNGKO - SPNUH #0227,-2.2096019444565256,101.75571267089549
"POINT (101.75502618915876 -2.2124226708000636)",BNGKO - SPNUH #0228,TOWER SUTT 150kV BNGKO - SPNUH #0228,-2.2124226708000636,101.75502618915876
"POINT (101.75479630531915 -2.2144111708504317)",BNGKO - SPNUH #0229,TOWER SUTT 150kV BNGKO - SPNUH #0229,-2.2144111708504317,101.75479630531915
"POINT (101.755129 -2.2146 0.0)",T6.L1 EE+0,
"POINT (101.755568 -2.214066 0.0)",T5.L1  BB+0,
"POINT (101.756319 -2.212095 0.0)",T4.L1  BB+3,
"POINT (101.757141 -2.209464 0.0)",T3.L1  DD+0,
"POINT (101.758335 -2.20901 0.0)",T2.L1 BB+6,
"POINT (101.759187 -2.208728 0.0)",T1.L1 DDR+6,
"POINT (101.759403 -2.208854 0.0)",T1.L2 DDR+6,
"POINT (101.757546 -2.209815 0.0)",T2.L2 CC+6,
"POINT (101.756552 -2.211814 0.0)",T3.L2 BB+3,
"POINT (101.755802 -2.214174 0.0)",T4.L2 BB+0,
"POINT (101.754628 -2.21593 0.0)",T5.L2 BB+6,
"POINT (101.75363408353611 -2.2174225627613557)",BNGKO - SPNUH #0230,TOWER SUTT 150kV BNGKO - SPNUH #0230,-2.2174225627613557,101.75363408353611
"POINT (101.7512655450241 -2.2193195659696956)",BNGKO - SPNUH #0231,TOWER SUTT 150kV BNGKO - SPNUH #0231,-2.2193195659696956,101.7512655450241
"POINT (101.74883819666665 -2.2210410411111234)",BNGKO - SPNUH #0232,TOWER SUTT 150kV BNGKO - SPNUH #0232,-2.2210410411111234,101.74883819666665
"POINT (101.74708046718555 -2.2244473289026208)",BNGKO - SPNUH #0233,TOWER SUTT 150kV BNGKO - SPNUH #0233,-2.2244473289026208,101.74708046718555
"POINT (101.7458997207181 -2.2271605657202773)",BNGKO - SPNUH #0234,TOWER SUTT 150kV BNGKO - SPNUH #0234,-2.2271605657202773,101.7458997207181
"POINT (101.74513025495361 -2.2288247713853426)",BNGKO - SPNUH #0235,TOWER SUTT 150kV BNGKO - SPNUH #0235,-2.2288247713853426,101.74513025495361
"POINT (101.7436159263446 -2.230887994264678)",BNGKO - SPNUH #0236,TOWER SUTT 150kV BNGKO - SPNUH #0236,-2.230887994264678,101.7436159263446
"POINT (101.74124535791393 -2.233301003064925)",BNGKO - SPNUH #0237,TOWER SUTT 150kV BNGKO - SPNUH #0237,-2.233301003064925,101.74124535791393
"POINT (101.73952568587404 -2.2341760219327256)",BNGKO - SPNUH #0238,TOWER SUTT 150kV BNGKO - SPNUH #0238,-2.2341760219327256,101.73952568587404
"POINT (101.73685125414532 -2.235563671330405)",BNGKO - SPNUH #0239,TOWER SUTT 150kV BNGKO - SPNUH #0239,-2.235563671330405,101.73685125414532
"POINT (101.73528962972294 -2.236352804087764)",BNGKO - SPNUH #0240,TOWER SUTT 150kV BNGKO - SPNUH #0240,-2.236352804087764,101.73528962972294
"POINT (101.73440261546546 -2.238023886281869)",BNGKO - SPNUH #0241,TOWER SUTT 150kV BNGKO - SPNUH #0241,-2.238023886281869,101.73440261546546
"POINT (101.73294244550989 -2.2407664838935295)",BNGKO - SPNUH #0242,TOWER SUTT 150kV BNGKO - SPNUH #0242,-2.2407664838935295,101.73294244550989
"POINT (101.73130645067431 -2.244253343087634)",BNGKO - SPNUH #0243,TOWER SUTT 150kV BNGKO - SPNUH #0243,-2.244253343087634,101.73130645067431
"POINT (101.72893679235132 -2.2447932424256636)",BNGKO - SPNUH #0244,TOWER SUTT 150kV BNGKO - SPNUH #0244,-2.2447932424256636,101.72893679235132
"POINT (101.72556577948853 -2.245682672264655)",BNGKO - SPNUH #0245,TOWER SUTT 150kV BNGKO - SPNUH #0245,-2.245682672264655,101.72556577948853
"POINT (101.72294543026236 -2.2463907885436067)",BNGKO - SPNUH #0246,TOWER SUTT 150kV BNGKO - SPNUH #0246,-2.2463907885436067,101.72294543026236
"POINT (101.71957985993453 -2.2449759921289685)",BNGKO - SPNUH #0247,TOWER SUTT 150kV BNGKO - SPNUH #0247,-2.2449759921289685,101.71957985993453
"POINT (101.7160578933544 -2.24420876707883)",BNGKO - SPNUH #0248,TOWER SUTT 150kV BNGKO - SPNUH #0248,-2.24420876707883,101.7160578933544
"POINT (101.71198431695461 -2.2432379411369303)",BNGKO - SPNUH #0249,TOWER SUTT 150kV BNGKO - SPNUH #0249,-2.2432379411369303,101.71198431695461
"POINT (101.70832352568696 -2.2425575436891236)",BNGKO - SPNUH #0250,TOWER SUTT 150kV BNGKO - SPNUH #0250,-2.2425575436891236,101.70832352568696
"POINT (101.70603096164886 -2.2400362136694767)",BNGKO - SPNUH #0251,TOWER SUTT 150kV BNGKO - SPNUH #0251,-2.2400362136694767,101.70603096164886
"POINT (101.70374211943701 -2.2378008879372437)",BNGKO - SPNUH #0252,TOWER SUTT 150kV BNGKO - SPNUH #0252,-2.2378008879372437,101.70374211943701
"POINT (101.70225004199894 -2.2357379808092985)",BNGKO - SPNUH #0253,TOWER SUTT 150kV BNGKO - SPNUH #0253,-2.2357379808092985,101.70225004199894
"POINT (101.70015482432056 -2.2342418007830536)",BNGKO - SPNUH #0254,TOWER SUTT 150kV BNGKO - SPNUH #0254,-2.2342418007830536,101.70015482432056
"POINT (101.69840033166112 -2.233044435270131)",BNGKO - SPNUH #0255,TOWER SUTT 150kV BNGKO - SPNUH #0255,-2.233044435270131,101.69840033166112
"POINT (101.69636436346714 -2.2316535405990123)",BNGKO - SPNUH #0256,TOWER SUTT 150kV BNGKO - SPNUH #0256,-2.2316535405990123,101.69636436346714
"POINT (101.69395805070441 -2.2304449995447935)",BNGKO - SPNUH #0257,TOWER SUTT 150kV BNGKO - SPNUH #0257,-2.2304449995447935,101.69395805070441
"POINT (101.69057976454499 -2.228568182326937)",BNGKO - SPNUH #0258,TOWER SUTT 150kV BNGKO - SPNUH #0258,-2.228568182326937,101.69057976454499
"POINT (101.6885569771566 -2.2272728850017893)",BNGKO - SPNUH #0259,TOWER SUTT 150kV BNGKO - SPNUH #0259,-2.2272728850017893,101.6885569771566
"POINT (101.68634335510433 -2.2258789371699614)",BNGKO - SPNUH #0260,TOWER SUTT 150kV BNGKO - SPNUH #0260,-2.2258789371699614,101.68634335510433
"POINT (101.68432181701057 -2.224631481803975)",BNGKO - SPNUH #0261,TOWER SUTT 150kV BNGKO - SPNUH #0261,-2.224631481803975,101.68432181701057
"POINT (101.68240591847278 -2.2225517726266326)",BNGKO - SPNUH #0262,TOWER SUTT 150kV BNGKO - SPNUH #0262,-2.2225517726266326,101.68240591847278
"POINT (101.68081344853918 -2.221235245598065)",BNGKO - SPNUH #0263,TOWER SUTT 150kV BNGKO - SPNUH #0263,-2.221235245598065,101.68081344853918
"POINT (101.67908536450346 -2.2194399863013943)",BNGKO - SPNUH #0264,TOWER SUTT 150kV BNGKO - SPNUH #0264,-2.2194399863013943,101.67908536450346
"POINT (101.67628832253791 -2.2176918516980106)",BNGKO - SPNUH #0265,TOWER SUTT 150kV BNGKO - SPNUH #0265,-2.2176918516980106,101.67628832253791
"POINT (101.67449525306944 -2.2147218461583256)",BNGKO - SPNUH #0266,TOWER SUTT 150kV BNGKO - SPNUH #0266,-2.2147218461583256,101.67449525306944
"POINT (101.67308141499112 -2.2128175433378687)",BNGKO - SPNUH #0267,TOWER SUTT 150kV BNGKO - SPNUH #0267,-2.2128175433378687,101.67308141499112
"POINT (101.67120851497279 -2.210407976562568)",BNGKO - SPNUH #0268,TOWER SUTT 150kV BNGKO - SPNUH #0268,-2.210407976562568,101.67120851497279
"POINT (101.66924570658745 -2.207953375795533)",BNGKO - SPNUH #0269,TOWER SUTT 150kV BNGKO - SPNUH #0269,-2.207953375795533,101.66924570658745
"POINT (101.66768822964913 -2.206094497661497)",BNGKO - SPNUH #0270,TOWER SUTT 150kV BNGKO - SPNUH #0270,-2.206094497661497,101.66768822964913
"POINT (101.66599568226066 -2.2040551094709104)",BNGKO - SPNUH #0271,TOWER SUTT 150kV BNGKO - SPNUH #0271,-2.2040551094709104,101.66599568226066
"POINT (101.6644230671227 -2.2036040993407426)",BNGKO - SPNUH #0272,TOWER SUTT 150kV BNGKO - SPNUH #0272,-2.2036040993407426,101.6644230671227
"POINT (101.66001111005325 -2.203216363672808)",BNGKO - SPNUH #0273,TOWER SUTT 150kV BNGKO - SPNUH #0273,-2.203216363672808,101.66001111005325
"POINT (101.6570008484961 -2.202797010855451)",BNGKO - SPNUH #0274,TOWER SUTT 150kV BNGKO - SPNUH #0274,-2.202797010855451,101.6570008484961
"POINT (101.6559364109344 -2.2003317036102836)",BNGKO - SPNUH #0275,TOWER SUTT 150kV BNGKO - SPNUH #0275,-2.2003317036102836,101.6559364109344
"POINT (101.65453049913437 -2.1970313488202593)",BNGKO - SPNUH #0276,TOWER SUTT 150kV BNGKO - SPNUH #0276,-2.1970313488202593,101.65453049913437
"POINT (101.65393393476126 -2.1957442707615358)",BNGKO - SPNUH #0277,TOWER SUTT 150kV BNGKO - SPNUH #0277,-2.1957442707615358,101.65393393476126
"POINT (101.65202533166986 -2.193434091268109)",BNGKO - SPNUH #0278,TOWER SUTT 150kV BNGKO - SPNUH #0278,-2.193434091268109,101.65202533166986
"POINT (101.64949665652072 -2.1903532767386538)",BNGKO - SPNUH #0279,TOWER SUTT 150kV BNGKO - SPNUH #0279,-2.1903532767386538,101.64949665652072
"POINT (101.6479905112647 -2.188493607100126)",BNGKO - SPNUH #0280,TOWER SUTT 150kV BNGKO - SPNUH #0280,-2.188493607100126,101.6479905112647
"POINT (101.64649771164406 -2.1867923430412786)",BNGKO - SPNUH #0281,TOWER SUTT 150kV BNGKO - SPNUH #0281,-2.1867923430412786,101.64649771164406
"POINT (101.64405054744823 -2.184727092651302)",BNGKO - SPNUH #0282,TOWER SUTT 150kV BNGKO - SPNUH #0282,-2.184727092651302,101.64405054744823
"POINT (101.64140325039624 -2.1829507173970413)",BNGKO - SPNUH #0283,TOWER SUTT 150kV BNGKO - SPNUH #0283,-2.1829507173970413,101.64140325039624
"POINT (101.64126368821587 -2.1796501138714426)",BNGKO - SPNUH #0284,TOWER SUTT 150kV BNGKO - SPNUH #0284,-2.1796501138714427,101.64126368821587
"POINT (101.63904574699708 -2.1782463323325167)",BNGKO - SPNUH #0285,TOWER SUTT 150kV BNGKO - SPNUH #0285,-2.1782463323325167,101.63904574699708
